paper,author,conference,area
http://www.semanticweb.org/sdm/Poster#53e9b388b7602d9703e6d4f2,http://www.semanticweb.org/sdm/Author#5406b317dabfae44f0850e41,http://www.semanticweb.org/sdm/RegularConference#S25117,http://www.semanticweb.org/sdm/Area#AR41743
